0		0	3
0		1	3
0		2	3
0		3	3
0		4	3
0		5	3
0		6	3
0		7	3
0		8	3
0		9	3
0		10	3
0		11	3
0		12	3
0		13	3
0		14	3
0		15	3
0		16	3
0		99	3
1		0	3
1		1	3
1		2	3
1		3	3
1		4	3
1		5	3
1		6	3
1		7	3
1		8	3
1		9	3
1		10	3
1		11	3
1		12	3
1		13	3
1		14	3
1		15	3
1		16	3
1		99	3
2		0	3
2		1	3
2		2	3
2		3	3
2		4	3
2		5	3
2		6	3
2		7	3
2		8	3
2		9	3
2		10	3
2		11	3
2		12	3
2		13	3
2		14	3
2		15	3
2		16	3
2		99	3
3		0	3
3		1	3
3		2	3
3		3	3
3		4	3
3		5	3
3		6	3
3		7	3
3		8	3
3		9	3
3		10	3
3		11	3
3		12	3
3		13	3
3		14	3
3		15	3
3		16	3
3		99	3
4		0	3
4		1	3
4		2	3
4		3	3
4		4	3
4		5	3
4		6	3
4		7	3
4		8	3
4		9	3
4		10	3
4		11	3
4		12	3
4		13	3
4		14	3
4		15	3
4		16	3
4		99	3
5		0	3
5		1	3
5		2	3
5		3	3
5		4	3
5		5	3
5		6	3
5		7	3
5		8	3
5		9	3
5		10	3
5		11	3
5		12	3
5		13	3
5		14	3
5		15	3
5		16	3
5		99	3
6		0	3
6		1	3
6		2	3
6		3	3
6		4	3
6		5	3
6		6	3
6		7	3
6		8	3
6		9	3
6		10	3
6		11	3
6		12	3
6		13	3
6		14	3
6		15	3
6		16	3
6		99	3
7		0	3
7		1	3
7		2	3
7		3	3
7		4	3
7		5	3
7		6	3
7		7	3
7		8	3
7		9	3
7		10	3
7		11	3
7		12	3
7		13	3
7		14	3
7		15	3
7		16	3
7		99	3
8		0	3
8		1	3
8		2	3
8		3	3
8		4	3
8		5	3
8		6	3
8		7	3
8		8	3
8		9	3
8		10	3
8		11	3
8		12	3
8		13	3
8		14	3
8		15	3
8		16	3
8		99	3
9		0	3
9		1	3
9		2	3
9		3	3
9		4	3
9		5	3
9		6	3
9		7	3
9		8	3
9		9	3
9		10	3
9		11	3
9		12	3
9		13	3
9		14	3
9		15	3
9		16	3
9		99	3
10		0	3
10		1	3
10		2	3
10		3	3
10		4	3
10		5	3
10		6	3
10		7	3
10		8	3
10		9	3
10		10	3
10		11	3
10		12	3
10		13	3
10		14	3
10		15	3
10		16	3
10		99	3
11		0	3
11		1	3
11		2	3
11		3	3
11		4	3
11		5	3
11		6	3
11		7	3
11		8	3
11		9	3
11		10	3
11		11	3
11		12	3
11		13	3
11		14	3
11		15	3
11		16	3
11		99	3
12		0	3
12		1	3
12		2	3
12		3	3
12		4	3
12		5	3
12		6	3
12		7	3
12		8	3
12		9	3
12		10	3
12		11	3
12		12	3
12		13	3
12		14	3
12		15	3
12		16	3
12		99	3
13		0	3
13		1	3
13		2	3
13		3	3
13		4	3
13		5	3
13		6	3
13		7	3
13		8	3
13		9	3
13		10	3
13		11	3
13		12	3
13		13	3
13		14	3
13		15	3
13		16	3
13		99	3
14		0	3
14		1	3
14		2	3
14		3	3
14		4	3
14		5	3
14		6	3
14		7	3
14		8	3
14		9	3
14		10	3
14		11	3
14		12	3
14		13	3
14		14	3
14		15	3
14		16	3
14		99	3
15		0	3
15		1	3
15		2	3
15		3	3
15		4	3
15		5	3
15		6	3
15		7	3
15		8	3
15		9	3
15		10	3
15		11	3
15		12	3
15		13	3
15		14	3
15		15	3
15		16	3
15		99	3
16		0	3
16		1	3
16		2	3
16		3	3
16		4	3
16		5	3
16		6	3
16		7	3
16		8	3
16		9	3
16		10	3
16		11	3
16		12	3
16		13	3
16		14	3
16		15	3
16		16	3
16		99	3
99		0	3
99		1	3
99		2	3
99		3	3
99		4	3
99		5	3
99		6	3
99		7	3
99		8	3
99		9	3
99		10	3
99		11	3
99		12	3
99		13	3
99		14	3
99		15	3
99		16	3
99		99	3
0	works_for	0	1
0	works_for	1	1
0	works_for	2	1
0	works_for	3	1
0	works_for	4	1
0	works_for	5	1
0	works_for	6	1
0	works_for	7	1
0	works_for	8	1
0	works_for	9	1
0	works_for	10	1
0	works_for	11	1
