192.168.1.254	1	15
192.168.1.25	1	15
192.168.1.254	1	15
192.168.1.254.	1	15
10.0.0.1	1	15
10.0.0.	0	99
10.0.0.1	1	15
10.0.0.1.	1	15
0.0.0.0	1	15
0.0.0.	0	99
0.0.0.0	1	15
0.0.0.0.	1	15
255.255.255.255	1	15
255.255.255.25	1	15
255.255.255.255	1	15
255.255.255.255.	1	15
256.0.0.1	0	99
256.0.0.	0	99
256.0.0.1	0	99
256.0.0.1.	0	99
1.2.3	0	99
1.2.	0	99
1.2.3	0	99
1.2.3.	0	99
1.2.3.4.5	0	99
1.2.3.4.	1	15
1.2.3.4.5	0	99
1.2.3.4.5.	0	99
01.02.03.04	1	15
01.02.03.0	1	15
01.02.03.04	1	15
01.02.03.04.	1	15
1234.1.1.1	0	99
1234.1.1.	0	99
1234.1.1.1	0	99
1234.1.1.1.	0	99
.1.2.3	0	99
.1.2.	0	99
.1.2.3	0	99
.1.2.3.	0	99
1..2.3	0	99
1..2.	0	99
1..2.3	0	99
1..2.3.	0	99
aa:bb:cc:dd:ee:ff	3	16
aa:bb:cc:dd:ee:f	0	99
AA:BB:CC:DD:EE:FF	3	16
aa:bb:cc:dd:ee:ff.	0	99
AA-BB-CC-DD-EE-FF	3	16
AA-BB-CC-DD-EE-F	0	99
AA-BB-CC-DD-EE-FF	3	16
AA-BB-CC-DD-EE-FF.	0	99
aa:bb:cc:dd:ee	0	99
aa:bb:cc:dd:e	0	99
AA:BB:CC:DD:EE	0	99
aa:bb:cc:dd:ee.	0	99
aa:bb:cc:dd:ee:ff:00	0	99
aa:bb:cc:dd:ee:ff:0	0	99
AA:BB:CC:DD:EE:FF:00	0	99
aa:bb:cc:dd:ee:ff:00.	0	99
aa-bb:cc-dd:ee-ff	0	99
aa-bb:cc-dd:ee-f	0	99
AA-BB:CC-DD:EE-FF	0	99
aa-bb:cc-dd:ee-ff.	0	99
gg:bb:cc:dd:ee:ff	0	99
gg:bb:cc:dd:ee:f	0	99
GG:BB:CC:DD:EE:FF	0	99
gg:bb:cc:dd:ee:ff.	0	99
aabbccddeeff	0	99
aabbccddeef	0	99
AABBCCDDEEFF	0	99
aabbccddeeff.	0	99
fe80::1	2	15
fe80::	2	15
FE80::1	2	15
fe80::1.	0	99
::1	2	15
::	2	15
::1	2	15
::1.	0	99
::	2	15
:	0	99
::	2	15
::.	0	99
2001:db8:0:0:0:0:0:1	2	15
2001:db8:0:0:0:0:0:	0	99
2001:DB8:0:0:0:0:0:1	2	15
2001:db8:0:0:0:0:0:1.	0	99
2001:db8:0:0:0:0:1	0	99
2001:db8:0:0:0:0:	0	99
2001:DB8:0:0:0:0:1	0	99
2001:db8:0:0:0:0:1.	0	99
2001:0db8:85a3::8a2e	2	15
2001:0db8:85a3::8a2	2	15
2001:0DB8:85A3::8A2E	2	15
2001:0db8:85a3::8a2e.	0	99
12:34:56:78:9a:bc	3	16
12:34:56:78:9a:b	0	99
12:34:56:78:9A:BC	3	16
12:34:56:78:9a:bc.	0	99
12345:1:1:1:1:1:1:1	0	99
12345:1:1:1:1:1:1:	0	99
12345:1:1:1:1:1:1:1	0	99
12345:1:1:1:1:1:1:1.	0	99
1:2:3:4:5:6:7:8	2	15
1:2:3:4:5:6:7:	0	99
1:2:3:4:5:6:7:8	2	15
1:2:3:4:5:6:7:8.	0	99
:	0	99
	0	99
:	0	99
:.	0	99
theo@example.com	4	16
theo@example.co	4	16
THEO@EXAMPLE.COM	4	16
theo@example.com.	4	16
a.b+c@sub.example.co	4	16
a.b+c@sub.example.c	4	16
A.B+C@SUB.EXAMPLE.CO	4	16
a.b+c@sub.example.co.	4	16
a@b	0	99
a@	0	99
A@B	0	99
a@b.	0	99
a@b.	0	99
a@b	0	99
A@B.	0	99
a@b..	4	16
@example.com	0	99
@example.co	0	99
@EXAMPLE.COM	0	99
@example.com.	0	99
a@@b.com	0	99
a@@b.co	0	99
A@@B.COM	0	99
a@@b.com.	0	99
a b@c.com	0	99
a b@c.co	0	99
A B@C.COM	0	99
a b@c.com.	0	99
not-an-email	0	99
not-an-emai	0	99
NOT-AN-EMAIL	0	99
not-an-email.	0	99
user_name@example.com	4	16
user_name@example.co	4	16
USER_NAME@EXAMPLE.COM	4	16
user_name@example.com.	4	16
2026-06-13	5	16
2026-06-1	0	99
2026-06-13	5	16
2026-06-13.	0	99
2026-13-01	0	99
2026-13-0	0	99
2026-13-01	0	99
2026-13-01.	0	99
2026-06-32	0	99
2026-06-3	0	99
2026-06-32	0	99
2026-06-32.	0	99
2026-00-01	0	99
2026-00-0	0	99
2026-00-01	0	99
2026-00-01.	0	99
2026-01-00	0	99
2026-01-0	0	99
2026-01-00	0	99
2026-01-00.	0	99
06/13/2026	0	99
06/13/202	0	99
06/13/2026	0	99
06/13/2026.	0	99
2026-6-13	0	99
2026-6-1	0	99
2026-6-13	0	99
2026-6-13.	0	99
20260613	0	99
2026061	0	99
20260613	0	99
20260613.	0	99
hello	0	99
hell	0	99
HELLO	0	99
hello.	0	99
	0	99
	0	99
	0	99
.	0	99
user	0	99
use	0	99
USER	0	99
user.	0	99
Theo	0	99
The	0	99
THEO	0	99
Theo.	0	99
0	0	99
	0	99
0	0	99
0.	0	99
..	0	99
.	0	99
..	0	99
...	0	99
-	0	99
	0	99
-	0	99
-.	0	99
